City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Hyderabad,25/02/18,102,56.1,110.16,84.66,116.28,1.07,96.9
Hyderabad,26/02/18,122,67.1,131.76,101.26,139.08,1.28,115.9
Hyderabad,27/02/18,129,70.95,139.32,107.07,147.06,1.35,122.55
Hyderabad,28/02/18,127,69.85,137.16,105.41,144.78,1.33,120.65
Hyderabad,1/3/2018,121,66.55,130.68,100.43,137.94,1.27,114.95
Hyderabad,2/3/2018,116,63.8,125.28,96.28,132.24,1.22,110.2
Hyderabad,3/3/2018,109,59.95,117.72,90.47,124.26,1.14,103.55
Hyderabad,4/3/2018,118,64.9,127.44,97.94,134.52,1.24,112.1
Hyderabad,5/3/2018,105,57.75,113.4,87.15,119.7,1.1,99.75
Hyderabad,6/3/2018,101,55.55,109.08,83.83,115.14,1.06,95.95
Hyderabad,7/3/2018,101,55.55,109.08,83.83,115.14,1.06,95.95
Hyderabad,8/3/2018,107,58.85,115.56,88.81,121.98,1.12,101.65
Hyderabad,9/3/2018,117,64.35,126.36,97.11,133.38,1.23,111.15
Hyderabad,10/3/2018,118,64.9,127.44,97.94,134.52,1.24,112.1
Hyderabad,11/3/2018,117,64.35,126.36,97.11,133.38,1.23,111.15
Hyderabad,12/3/2018,92,50.6,99.36,76.36,104.88,0.97,87.4
Hyderabad,13/03/18,80,44,86.4,66.4,91.2,0.84,76
Hyderabad,14/03/18,100,55,108,83,114,1.05,95
Hyderabad,15/03/18,92,50.6,99.36,76.36,104.88,0.97,87.4
Hyderabad,16/03/18,122,67.1,131.76,101.26,139.08,1.28,115.9
Hyderabad,17/03/18,102,56.1,110.16,84.66,116.28,1.07,96.9
Hyderabad,18/03/18,74,40.7,79.92,61.42,84.36,0.78,70.3
Hyderabad,19/03/18,87,47.85,93.96,72.21,99.18,0.91,82.65
Hyderabad,20/03/18,101,55.55,109.08,83.83,115.14,1.06,95.95
Hyderabad,21/03/18,107,58.85,115.56,88.81,121.98,1.12,101.65
Hyderabad,22/03/18,132,72.6,142.56,109.56,150.48,1.39,125.4
Hyderabad,23/03/18,127,69.85,137.16,105.41,144.78,1.33,120.65
Hyderabad,24/03/18,132,72.6,142.56,109.56,150.48,1.39,125.4
Hyderabad,25/03/18,139,76.45,150.12,115.37,158.46,1.46,132.05
Hyderabad,26/03/18,119,65.45,128.52,98.77,135.66,1.25,113.05
Hyderabad,27/03/18,118,64.9,127.44,97.94,134.52,1.24,112.1
Hyderabad,28/03/18,118,64.9,127.44,97.94,134.52,1.24,112.1
Hyderabad,29/03/18,124,68.2,133.92,102.92,141.36,1.3,117.8
Hyderabad,30/03/18,115,63.25,124.2,95.45,131.1,1.21,109.25
Hyderabad,31/03/18,108,59.4,116.64,89.64,123.12,1.13,102.6
Hyderabad,1/4/2018,94,51.7,101.52,78.02,107.16,0.99,89.3
Hyderabad,2/4/2018,72,39.6,77.76,59.76,82.08,0.76,68.4
Hyderabad,3/4/2018,97,53.35,104.76,80.51,110.58,1.02,92.15
Hyderabad,4/4/2018,93,51.15,100.44,77.19,106.02,0.98,88.35
Hyderabad,5/4/2018,86,47.3,92.88,71.38,98.04,0.9,81.7
Hyderabad,6/4/2018,97,53.35,104.76,80.51,110.58,1.02,92.15
Hyderabad,7/4/2018,77,42.35,83.16,63.91,87.78,0.81,73.15
Hyderabad,8/4/2018,73,40.15,78.84,60.59,83.22,0.77,69.35
Hyderabad,9/4/2018,101,55.55,109.08,83.83,115.14,1.06,95.95
Hyderabad,10/4/2018,84,46.2,90.72,69.72,95.76,0.88,79.8
Hyderabad,11/4/2018,70,38.5,75.6,58.1,79.8,0.74,66.5
Hyderabad,12/4/2018,72,39.6,77.76,59.76,82.08,0.76,68.4
Hyderabad,13/04/18,66,36.3,71.28,54.78,75.24,0.69,62.7
Hyderabad,14/04/18,68,37.4,73.44,56.44,77.52,0.71,64.6
Hyderabad,15/04/18,60,33,64.8,49.8,68.4,0.63,57
Hyderabad,16/04/18,100,55,108,83,114,1.05,95
Hyderabad,17/04/18,87,47.85,93.96,72.21,99.18,0.91,82.65
Hyderabad,18/04/18,84,46.2,90.72,69.72,95.76,0.88,79.8
Hyderabad,19/04/18,107,58.85,115.56,88.81,121.98,1.12,101.65
Hyderabad,20/04/18,113,62.15,122.04,93.79,128.82,1.19,107.35
Hyderabad,21/04/18,121,66.55,130.68,100.43,137.94,1.27,114.95
Hyderabad,22/04/18,114,62.7,123.12,94.62,129.96,1.2,108.3
Hyderabad,23/04/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Hyderabad,24/04/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Hyderabad,25/04/18,88,48.4,95.04,73.04,100.32,0.92,83.6
Hyderabad,26/04/18,90,49.5,97.2,74.7,102.6,0.95,85.5
Hyderabad,27/04/18,92,50.6,99.36,76.36,104.88,0.97,87.4
Hyderabad,28/04/18,90,49.5,97.2,74.7,102.6,0.95,85.5
Hyderabad,29/04/18,103,56.65,111.24,85.49,117.42,1.08,97.85
Hyderabad,30/04/18,101,55.55,109.08,83.83,115.14,1.06,95.95
Hyderabad,1/5/2018,117,64.35,126.36,97.11,133.38,1.23,111.15
Hyderabad,2/5/2018,81,44.55,87.48,67.23,92.34,0.85,76.95
Hyderabad,3/5/2018,100,55,108,83,114,1.05,95
Hyderabad,4/5/2018,68,37.4,73.44,56.44,77.52,0.71,64.6
Hyderabad,5/5/2018,68,37.4,73.44,56.44,77.52,0.71,64.6
Hyderabad,6/5/2018,80,44,86.4,66.4,91.2,0.84,76
Hyderabad,7/5/2018,86,47.3,92.88,71.38,98.04,0.9,81.7
Hyderabad,8/5/2018,96,52.8,103.68,79.68,109.44,1.01,91.2
Hyderabad,9/5/2018,105,57.75,113.4,87.15,119.7,1.1,99.75
Hyderabad,10/5/2018,73,40.15,78.84,60.59,83.22,0.77,69.35
Hyderabad,11/5/2018,78,42.9,84.24,64.74,88.92,0.82,74.1
Hyderabad,12/5/2018,86,47.3,92.88,71.38,98.04,0.9,81.7
Hyderabad,13/05/18,104,57.2,112.32,86.32,118.56,1.09,98.8
Hyderabad,14/05/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Hyderabad,15/05/18,74,40.7,79.92,61.42,84.36,0.78,70.3
Hyderabad,16/05/18,78,42.9,84.24,64.74,88.92,0.82,74.1
Hyderabad,17/05/18,109,59.95,117.72,90.47,124.26,1.14,103.55
Hyderabad,18/05/18,78,42.9,84.24,64.74,88.92,0.82,74.1
Hyderabad,19/05/18,106,58.3,114.48,87.98,120.84,1.11,100.7
Hyderabad,20/05/18,95,52.25,102.6,78.85,108.3,1,90.25
Hyderabad,21/05/18,134,73.7,144.72,111.22,152.76,1.41,127.3
Hyderabad,22/05/18,105,57.75,113.4,87.15,119.7,1.1,99.75
Hyderabad,23/05/18,113,62.15,122.04,93.79,128.82,1.19,107.35
Hyderabad,24/05/18,92,50.6,99.36,76.36,104.88,0.97,87.4
Hyderabad,25/05/18,118,64.9,127.44,97.94,134.52,1.24,112.1
Hyderabad,26/05/18,70,38.5,75.6,58.1,79.8,0.74,66.5
Hyderabad,27/05/18,77,42.35,83.16,63.91,87.78,0.81,73.15
Hyderabad,28/05/18,75,41.25,81,62.25,85.5,0.79,71.25
Hyderabad,29/05/18,77,42.35,83.16,63.91,87.78,0.81,73.15
Hyderabad,30/05/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Hyderabad,31/05/18,87,47.85,93.96,72.21,99.18,0.91,82.65
Hyderabad,1/6/2018,108,59.4,116.64,89.64,123.12,1.13,102.6
Hyderabad,2/6/2018,72,39.6,77.76,59.76,82.08,0.76,68.4
Hyderabad,3/6/2018,85,46.75,91.8,70.55,96.9,0.89,80.75
Hyderabad,4/6/2018,78,42.9,84.24,64.74,88.92,0.82,74.1
Hyderabad,5/6/2018,74,40.7,79.92,61.42,84.36,0.78,70.3
Hyderabad,6/6/2018,76,41.8,82.08,63.08,86.64,0.8,72.2
Hyderabad,7/6/2018,60,33,64.8,49.8,68.4,0.63,57
Hyderabad,8/6/2018,62,34.1,66.96,51.46,70.68,0.65,58.9
Hyderabad,9/6/2018,55,30.25,59.4,45.65,62.7,0.58,52.25
Hyderabad,10/6/2018,47,25.85,50.76,39.01,53.58,0.49,44.65
Hyderabad,11/6/2018,52,28.6,56.16,43.16,59.28,0.55,49.4
Hyderabad,12/6/2018,73,40.15,78.84,60.59,83.22,0.77,69.35
Hyderabad,13/06/18,80,44,86.4,66.4,91.2,0.84,76
Hyderabad,14/06/18,88,48.4,95.04,73.04,100.32,0.92,83.6
Hyderabad,15/06/18,85,46.75,91.8,70.55,96.9,0.89,80.75
Hyderabad,16/06/18,63,34.65,68.04,52.29,71.82,0.66,59.85
Hyderabad,17/06/18,66,36.3,71.28,54.78,75.24,0.69,62.7
Hyderabad,18/06/18,53,29.15,57.24,43.99,60.42,0.56,50.35
Hyderabad,19/06/18,44,24.2,47.52,36.52,50.16,0.46,41.8
Hyderabad,20/06/18,63,34.65,68.04,52.29,71.82,0.66,59.85
Hyderabad,21/06/18,48,26.4,51.84,39.84,54.72,0.5,45.6
Hyderabad,22/06/18,52,28.6,56.16,43.16,59.28,0.55,49.4
Hyderabad,23/06/18,50,27.5,54,41.5,57,0.53,47.5
Hyderabad,24/06/18,42,23.1,45.36,34.86,47.88,0.44,39.9
Hyderabad,25/06/18,47,25.85,50.76,39.01,53.58,0.49,44.65
Hyderabad,26/06/18,41,22.55,44.28,34.03,46.74,0.43,38.95
Hyderabad,27/06/18,53,29.15,57.24,43.99,60.42,0.56,50.35
Hyderabad,28/06/18,53,29.15,57.24,43.99,60.42,0.56,50.35
Hyderabad,29/06/18,56,30.8,60.48,46.48,63.84,0.59,53.2
Hyderabad,30/06/18,59,32.45,63.72,48.97,67.26,0.62,56.05
Hyderabad,1/7/2018,52,28.6,56.16,43.16,59.28,0.55,49.4
Hyderabad,2/7/2018,52,28.6,56.16,43.16,59.28,0.55,49.4
Hyderabad,3/7/2018,48,26.4,51.84,39.84,54.72,0.5,45.6
Hyderabad,4/7/2018,58,31.9,62.64,48.14,66.12,0.61,55.1
Hyderabad,5/7/2018,58,31.9,62.64,48.14,66.12,0.61,55.1
Hyderabad,6/7/2018,44,24.2,47.52,36.52,50.16,0.46,41.8
Hyderabad,7/7/2018,62,34.1,66.96,51.46,70.68,0.65,58.9
Hyderabad,8/7/2018,50,27.5,54,41.5,57,0.53,47.5
Hyderabad,9/7/2018,48,26.4,51.84,39.84,54.72,0.5,45.6
Hyderabad,10/7/2018,50,27.5,54,41.5,57,0.53,47.5
Hyderabad,11/7/2018,46,25.3,49.68,38.18,52.44,0.48,43.7
Hyderabad,12/7/2018,41,22.55,44.28,34.03,46.74,0.43,38.95
Hyderabad,13/07/18,35,19.25,37.8,29.05,39.9,0.37,33.25
Hyderabad,14/07/18,40,22,43.2,33.2,45.6,0.42,38
Hyderabad,15/07/18,57,31.35,61.56,47.31,64.98,0.6,54.15
Hyderabad,16/07/18,36,19.8,38.88,29.88,41.04,0.38,34.2
Hyderabad,17/07/18,36,19.8,38.88,29.88,41.04,0.38,34.2
Hyderabad,18/07/18,41,22.55,44.28,34.03,46.74,0.43,38.95
Hyderabad,19/07/18,51,28.05,55.08,42.33,58.14,0.54,48.45
Hyderabad,20/07/18,42,23.1,45.36,34.86,47.88,0.44,39.9
Hyderabad,21/07/18,50,27.5,54,41.5,57,0.53,47.5
Hyderabad,22/07/18,69,37.95,74.52,57.27,78.66,0.72,65.55
Hyderabad,23/07/18,66,36.3,71.28,54.78,75.24,0.69,62.7
Hyderabad,24/07/18,57,31.35,61.56,47.31,64.98,0.6,54.15
Hyderabad,25/07/18,56,30.8,60.48,46.48,63.84,0.59,53.2
Hyderabad,26/07/18,52,28.6,56.16,43.16,59.28,0.55,49.4
Hyderabad,27/07/18,53,29.15,57.24,43.99,60.42,0.56,50.35
Hyderabad,28/07/18,56,30.8,60.48,46.48,63.84,0.59,53.2
Hyderabad,29/07/18,76,41.8,82.08,63.08,86.64,0.8,72.2
Hyderabad,30/07/18,88,48.4,95.04,73.04,100.32,0.92,83.6
Hyderabad,31/07/18,76,41.8,82.08,63.08,86.64,0.8,72.2
Hyderabad,1/8/2018,77,42.35,83.16,63.91,87.78,0.81,73.15
Hyderabad,2/8/2018,75,41.25,81,62.25,85.5,0.79,71.25
Hyderabad,3/8/2018,95,52.25,102.6,78.85,108.3,1,90.25
Hyderabad,4/8/2018,90,49.5,97.2,74.7,102.6,0.95,85.5
Hyderabad,5/8/2018,64,35.2,69.12,53.12,72.96,0.67,60.8
Hyderabad,6/8/2018,81,44.55,87.48,67.23,92.34,0.85,76.95
Hyderabad,7/8/2018,55,30.25,59.4,45.65,62.7,0.58,52.25
Hyderabad,8/8/2018,60,33,64.8,49.8,68.4,0.63,57
Hyderabad,9/8/2018,50,27.5,54,41.5,57,0.53,47.5
Hyderabad,10/8/2018,50,27.5,54,41.5,57,0.53,47.5
Hyderabad,11/8/2018,46,25.3,49.68,38.18,52.44,0.48,43.7
Hyderabad,12/8/2018,39,21.45,42.12,32.37,44.46,0.41,37.05
Hyderabad,13/08/18,29,15.95,31.32,24.07,33.06,0.3,27.55
Hyderabad,14/08/18,45,24.75,48.6,37.35,51.3,0.47,42.75
Hyderabad,15/08/18,71,39.05,76.68,58.93,80.94,0.75,67.45
Hyderabad,16/08/18,36,19.8,38.88,29.88,41.04,0.38,34.2
Hyderabad,17/08/18,45,24.75,48.6,37.35,51.3,0.47,42.75
Hyderabad,18/08/18,37,20.35,39.96,30.71,42.18,0.39,35.15
Hyderabad,19/08/18,47,25.85,50.76,39.01,53.58,0.49,44.65
Hyderabad,20/08/18,51,28.05,55.08,42.33,58.14,0.54,48.45
Hyderabad,21/08/18,26,14.3,28.08,21.58,29.64,0.27,24.7
Hyderabad,22/08/18,30,16.5,32.4,24.9,34.2,0.32,28.5
Hyderabad,23/08/18,45,24.75,48.6,37.35,51.3,0.47,42.75
Hyderabad,24/08/18,51,28.05,55.08,42.33,58.14,0.54,48.45
Hyderabad,25/08/18,56,30.8,60.48,46.48,63.84,0.59,53.2
Hyderabad,26/08/18,60,33,64.8,49.8,68.4,0.63,57
Hyderabad,27/08/18,60,33,64.8,49.8,68.4,0.63,57
Hyderabad,28/08/18,61,33.55,65.88,50.63,69.54,0.64,57.95
Hyderabad,29/08/18,64,35.2,69.12,53.12,72.96,0.67,60.8
Hyderabad,30/08/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Hyderabad,31/08/18,84,46.2,90.72,69.72,95.76,0.88,79.8
Hyderabad,1/9/2018,69,37.95,74.52,57.27,78.66,0.72,65.55
Hyderabad,2/9/2018,49,26.95,52.92,40.67,55.86,0.51,46.55
Hyderabad,3/9/2018,48,26.4,51.84,39.84,54.72,0.5,45.6
Hyderabad,4/9/2018,52,28.6,56.16,43.16,59.28,0.55,49.4
Hyderabad,5/9/2018,71,39.05,76.68,58.93,80.94,0.75,67.45
Hyderabad,6/9/2018,73,40.15,78.84,60.59,83.22,0.77,69.35
Hyderabad,7/9/2018,83,45.65,89.64,68.89,94.62,0.87,78.85
Hyderabad,8/9/2018,46,25.3,49.68,38.18,52.44,0.48,43.7
Hyderabad,9/9/2018,83,45.65,89.64,68.89,94.62,0.87,78.85
Hyderabad,10/9/2018,87,47.85,93.96,72.21,99.18,0.91,82.65
Hyderabad,11/9/2018,77,42.35,83.16,63.91,87.78,0.81,73.15
Hyderabad,12/9/2018,70,38.5,75.6,58.1,79.8,0.74,66.5
Hyderabad,13/09/18,86,47.3,92.88,71.38,98.04,0.9,81.7
Hyderabad,14/09/18,83,45.65,89.64,68.89,94.62,0.87,78.85
Hyderabad,15/09/18,89,48.95,96.12,73.87,101.46,0.93,84.55
Hyderabad,16/09/18,98,53.9,105.84,81.34,111.72,1.03,93.1
Hyderabad,17/09/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Hyderabad,18/09/18,66,36.3,71.28,54.78,75.24,0.69,62.7
Hyderabad,19/09/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Hyderabad,20/09/18,81,44.55,87.48,67.23,92.34,0.85,76.95
Hyderabad,21/09/18,89,48.95,96.12,73.87,101.46,0.93,84.55
Hyderabad,22/09/18,56,30.8,60.48,46.48,63.84,0.59,53.2
Hyderabad,23/09/18,68,37.4,73.44,56.44,77.52,0.71,64.6
Hyderabad,24/09/18,61,33.55,65.88,50.63,69.54,0.64,57.95
Hyderabad,25/09/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Hyderabad,26/09/18,109,59.95,117.72,90.47,124.26,1.14,103.55
Hyderabad,27/09/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Hyderabad,28/09/18,94,51.7,101.52,78.02,107.16,0.99,89.3
Hyderabad,29/09/18,101,55.55,109.08,83.83,115.14,1.06,95.95
Hyderabad,30/09/18,122,67.1,131.76,101.26,139.08,1.28,115.9
Hyderabad,1/10/2018,128,70.4,138.24,106.24,145.92,1.34,121.6
Hyderabad,2/10/2018,82,45.1,88.56,68.06,93.48,0.86,77.9
Hyderabad,3/10/2018,75,41.25,81,62.25,85.5,0.79,71.25
Hyderabad,4/10/2018,82,45.1,88.56,68.06,93.48,0.86,77.9
Hyderabad,5/10/2018,84,46.2,90.72,69.72,95.76,0.88,79.8
Hyderabad,6/10/2018,116,63.8,125.28,96.28,132.24,1.22,110.2
Hyderabad,7/10/2018,118,64.9,127.44,97.94,134.52,1.24,112.1
Hyderabad,8/10/2018,126,69.3,136.08,104.58,143.64,1.32,119.7
Hyderabad,9/10/2018,126,69.3,136.08,104.58,143.64,1.32,119.7
Hyderabad,10/10/2018,131,72.05,141.48,108.73,149.34,1.38,124.45
Hyderabad,11/10/2018,117,64.35,126.36,97.11,133.38,1.23,111.15
Hyderabad,12/10/2018,117,64.35,126.36,97.11,133.38,1.23,111.15
Hyderabad,13/10/18,121,66.55,130.68,100.43,137.94,1.27,114.95
Hyderabad,14/10/18,107,58.85,115.56,88.81,121.98,1.12,101.65
Hyderabad,15/10/18,92,50.6,99.36,76.36,104.88,0.97,87.4
Hyderabad,16/10/18,96,52.8,103.68,79.68,109.44,1.01,91.2
Hyderabad,17/10/18,70,38.5,75.6,58.1,79.8,0.74,66.5
Hyderabad,18/10/18,69,37.95,74.52,57.27,78.66,0.72,65.55
Hyderabad,19/10/18,71,39.05,76.68,58.93,80.94,0.75,67.45
Hyderabad,20/10/18,106,58.3,114.48,87.98,120.84,1.11,100.7
Hyderabad,21/10/18,115,63.25,124.2,95.45,131.1,1.21,109.25
Hyderabad,22/10/18,124,68.2,133.92,102.92,141.36,1.3,117.8
Hyderabad,23/10/18,122,67.1,131.76,101.26,139.08,1.28,115.9
Hyderabad,24/10/18,126,69.3,136.08,104.58,143.64,1.32,119.7
Hyderabad,25/10/18,125,68.75,135,103.75,142.5,1.31,118.75
Hyderabad,26/10/18,106,58.3,114.48,87.98,120.84,1.11,100.7
Hyderabad,27/10/18,120,66,129.6,99.6,136.8,1.26,114
Hyderabad,28/10/18,113,62.15,122.04,93.79,128.82,1.19,107.35
Hyderabad,29/10/18,107,58.85,115.56,88.81,121.98,1.12,101.65
Hyderabad,30/10/18,115,63.25,124.2,95.45,131.1,1.21,109.25
Hyderabad,31/10/18,120,66,129.6,99.6,136.8,1.26,114
Hyderabad,1/11/2018,106,58.3,114.48,87.98,120.84,1.11,100.7
Hyderabad,2/11/2018,76,41.8,82.08,63.08,86.64,0.8,72.2
Hyderabad,3/11/2018,55,30.25,59.4,45.65,62.7,0.58,52.25
Hyderabad,4/11/2018,54,29.7,58.32,44.82,61.56,0.57,51.3
Hyderabad,5/11/2018,63,34.65,68.04,52.29,71.82,0.66,59.85
Hyderabad,6/11/2018,83,45.65,89.64,68.89,94.62,0.87,78.85
Hyderabad,7/11/2018,97,53.35,104.76,80.51,110.58,1.02,92.15
Hyderabad,8/11/2018,112,61.6,120.96,92.96,127.68,1.18,106.4
Hyderabad,9/11/2018,120,66,129.6,99.6,136.8,1.26,114
Hyderabad,10/11/2018,135,74.25,145.8,112.05,153.9,1.42,128.25
Hyderabad,11/11/2018,128,70.4,138.24,106.24,145.92,1.34,121.6
Hyderabad,12/11/2018,130,71.5,140.4,107.9,148.2,1.37,123.5
Hyderabad,13/11/18,133,73.15,143.64,110.39,151.62,1.4,126.35
Hyderabad,14/11/18,142,78.1,153.36,117.86,161.88,1.49,134.9
Hyderabad,15/11/18,129,70.95,139.32,107.07,147.06,1.35,122.55
Hyderabad,16/11/18,118,64.9,127.44,97.94,134.52,1.24,112.1
Hyderabad,17/11/18,64,35.2,69.12,53.12,72.96,0.67,60.8
Hyderabad,18/11/18,57,31.35,61.56,47.31,64.98,0.6,54.15
Hyderabad,19/11/18,54,29.7,58.32,44.82,61.56,0.57,51.3
Hyderabad,20/11/18,94,51.7,101.52,78.02,107.16,0.99,89.3
Hyderabad,21/11/18,136,74.8,146.88,112.88,155.04,1.43,129.2
Hyderabad,22/11/18,130,71.5,140.4,107.9,148.2,1.37,123.5
Hyderabad,23/11/18,138,75.9,149.04,114.54,157.32,1.45,131.1
Hyderabad,24/11/18,149,81.95,160.92,123.67,169.86,1.56,141.55
Hyderabad,25/11/18,138,75.9,149.04,114.54,157.32,1.45,131.1
Hyderabad,26/11/18,136,74.8,146.88,112.88,155.04,1.43,129.2
Hyderabad,27/11/18,139,76.45,150.12,115.37,158.46,1.46,132.05
Hyderabad,28/11/18,143,78.65,154.44,118.69,163.02,1.5,135.85
Hyderabad,29/11/18,148,81.4,159.84,122.84,168.72,1.55,140.6
Hyderabad,30/11/18,136,74.8,146.88,112.88,155.04,1.43,129.2
Hyderabad,1/12/2018,137,75.35,147.96,113.71,156.18,1.44,130.15
Hyderabad,2/12/2018,142,78.1,153.36,117.86,161.88,1.49,134.9
Hyderabad,3/12/2018,144,79.2,155.52,119.52,164.16,1.51,136.8
Hyderabad,4/12/2018,158,86.9,170.64,131.14,180.12,1.66,150.1
Hyderabad,5/12/2018,140,77,151.2,116.2,159.6,1.47,133
Hyderabad,6/12/2018,122,67.1,131.76,101.26,139.08,1.28,115.9
Hyderabad,7/12/2018,108,59.4,116.64,89.64,123.12,1.13,102.6
Hyderabad,8/12/2018,147,80.85,158.76,122.01,167.58,1.54,139.65
Hyderabad,9/12/2018,160,88,172.8,132.8,182.4,1.68,152
Hyderabad,10/12/2018,162,89.1,174.96,134.46,184.68,1.7,153.9
Hyderabad,11/12/2018,156,85.8,168.48,129.48,177.84,1.64,148.2
Hyderabad,12/12/2018,155,85.25,167.4,128.65,176.7,1.63,147.25
Hyderabad,13/12/18,144,79.2,155.52,119.52,164.16,1.51,136.8
Hyderabad,14/12/18,148,81.4,159.84,122.84,168.72,1.55,140.6
Hyderabad,15/12/18,155,85.25,167.4,128.65,176.7,1.63,147.25
Hyderabad,16/12/18,153,84.15,165.24,126.99,174.42,1.61,145.35
Hyderabad,17/12/18,141,77.55,152.28,117.03,160.74,1.48,133.95
Hyderabad,18/12/18,49,26.95,52.92,40.67,55.86,0.51,46.55
Hyderabad,19/12/18,58,31.9,62.64,48.14,66.12,0.61,55.1
Hyderabad,20/12/18,78,42.9,84.24,64.74,88.92,0.82,74.1
Hyderabad,21/12/18,108,59.4,116.64,89.64,123.12,1.13,102.6
Hyderabad,22/12/18,136,74.8,146.88,112.88,155.04,1.43,129.2
Hyderabad,23/12/18,159,87.45,171.72,131.97,181.26,1.67,151.05
